ID,From,FromID,To,ToID,Stage
1757,germany/hamburg|schleswig-holstein1,344229567,germany/baden-wuerttemberg2,10089663136,toSortOffice
1758,germany/bayern1,830696386,germany/baden-wuerttemberg1,6860754500,toSortOffice
1759,poland/dolnoslaskie1,3310954533,germany/sachsen2,7651302486,toSortOffice
1760,poland/wielkopolskie1,9595163436,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,6481767180,toSortOffice
1761,poland/pomorskie1,9566693913,belgium4,1231338028,toSortOffice
1762,hungary5,6290057990,germany/bayern2,7473901538,toSortOffice
1763,germany/hamburg|schleswig-holstein1,7266614283,poland/malopolskie1,7329389714,toSortOffice
1764,slovakia1,2400355497,belgium2,893079518,toSortOffice
1765,germany/sachsen2,9757996143,czech-republic2,9291150091,toSortOffice
1766,germany/hessen1,5652587247,germany/bayern2,267519121,toSortOffice
1767,poland/dolnoslaskie1,2280344169,hungary1,420294827,toSortOffice
1768,germany/nordrhein-westfalen2,2588521925,germany/niedersachsen1,1328692640,toSortOffice
1769,poland/slaskie1,60848318,poland/swietokrzyskie1,417897517,toSortOffice
1770,czech-republic5,9628568546,germany/niedersachsen2,282022639,toSortOffice
1771,czech-republic1,7822728504,germany/nordrhein-westfalen3,271131636,toSortOffice
1772,czech-republic1,304320567,poland/lodzkie1,297228366,toSortOffice
1773,austria3,496288578,germany/sachsen2,11011070869,toSortOffice
1774,germany/nordrhein-westfalen1,252770091,germany/nordrhein-westfalen2,1883098540,toSortOffice
1775,germany/baden-wuerttemberg1,1637287038,germany/nordrhein-westfalen1,1016139702,toSortOffice
1776,germany/hamburg|schleswig-holstein1,21093480,austria2,9161510583,toSortOffice
1777,austria2,5349196855,germany/sachsen2,25272083,toSortOffice
1778,germany/baden-wuerttemberg1,3497862285,germany/niedersachsen2,85435290,toSortOffice
1779,switzerland|liechtenstein1,3341807880,poland/lubelskie1,4700287155,toSortOffice
1780,belgium2,3464095221,austria3,1154968025,toSortOffice
1781,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,9543346010,hungary4,5079936033,toSortOffice
1782,poland/warminsko-mazurskie1,3939519230,belgium2,12132194392,toSortOffice
1783,austria3,1150687277,germany/rheinland-pfalz|saarland1,506813,toSortOffice
1784,poland/dolnoslaskie1,3792650504,poland/mazowieckie1,11356906735,toSortOffice
1785,slovakia3,753544191,poland/wielkopolskie1,4697453277,toSortOffice
1786,germany/rheinland-pfalz|saarland1,12215442896,germany/sachsen3,7501867871,toSortOffice
1787,germany/sachsen2,3564765833,germany/bayern1,5378224155,toSortOffice
1788,germany/bayern2,2132431139,germany/bayern3,162715725,toSortOffice
1789,poland/mazowieckie1,8846102854,germany/bayern2,2106851513,toSortOffice
1790,germany/hamburg|schleswig-holstein1,33712492,poland/malopolskie1,7737494781,toSortOffice
1791,germany/nordrhein-westfalen3,5460028460,poland/slaskie1,9054793058,toSortOffice
1792,poland/dolnoslaskie1,1332421916,germany/thueringen1,2658157802,toSortOffice
1793,austria2,1194427107,czech-republic5,2359017393,toSortOffice
1794,germany/hamburg|schleswig-holstein1,8879357778,slovakia3,211066980,toSortOffice
1795,switzerland|liechtenstein3,10005307571,czech-republic2,73355934,toSortOffice
1796,poland/mazowieckie1,8073711008,germany/baden-wuerttemberg1,717890490,toSortOffice
1797,germany/sachsen2,4139396832,germany/baden-wuerttemberg2,255593001,toSortOffice
1798,austria4,3927007682,germany/rheinland-pfalz|saarland1,4657374384,toSortOffice
1799,hungary4,2124109322,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,44885907,toSortOffice
1800,germany/nordrhein-westfalen3,1828194888,germany/thueringen1,6106596264,toSortOffice
1801,czech-republic5,332736480,germany/niedersachsen1,3491365289,toSortOffice
1802,hungary3,415594099,germany/bayern1,357514784,toSortOffice
1803,poland/dolnoslaskie1,6057334256,germany/nordrhein-westfalen3,5547390872,toSortOffice
1804,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,2540340458,germany/niedersachsen1,1411697355,toSortOffice
1805,austria3,2567614101,poland/wielkopolskie1,3147288276,toSortOffice
1806,poland/mazowieckie1,1115079605,germany/baden-wuerttemberg2,259101584,toSortOffice
1807,belgium3,1297691931,germany/niedersachsen2,473161755,toSortOffice
1808,switzerland|liechtenstein3,6179030155,germany/baden-wuerttemberg2,2364343835,toSortOffice
1809,czech-republic3,73406313,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,8788565442,toSortOffice
1810,czech-republic3,355966981,czech-republic2,2424946795,toSortOffice
1811,germany/baden-wuerttemberg1,1670836639,germany/nordrhein-westfalen2,260425874,toSortOffice
1812,germany/baden-wuerttemberg1,8119691490,germany/mecklenburg-vorpommern1,11626044300,toSortOffice
1813,germany/nordrhein-westfalen2,268850999,germany/baden-wuerttemberg2,266513822,toSortOffice
1814,germany/nordrhein-westfalen2,2955068019,poland/podkarpackie1,10301398391,toSortOffice
1815,hungary3,2703898449,belgium2,11704875371,toSortOffice
1816,luxembourg1,708025029,belgium2,9869446874,toSortOffice
1817,poland/dolnoslaskie1,7420509795,switzerland|liechtenstein2,10675076489,toSortOffice
1818,germany/niedersachsen3,5335659152,poland/wielkopolskie1,1760570452,toSortOffice
1819,austria2,47167896,germany/niedersachsen3,3235712647,toSortOffice
1820,germany/rheinland-pfalz|saarland1,1317448289,germany/niedersachsen3,95892025,toSortOffice
1821,germany/nordrhein-westfalen1,7382930174,germany/thueringen1,5395708054,toSortOffice
1822,poland/pomorskie1,1829916264,germany/baden-wuerttemberg2,343576188,toSortOffice
1823,germany/bayern2,6529954115,poland/wielkopolskie1,2097435001,toSortOffice
1824,germany/bayern3,268484112,germany/bayern2,2071636295,toSortOffice
1825,germany/hessen2,12283246676,austria3,4816475301,toSortOffice
1826,poland/lodzkie1,1854188395,switzerland|liechtenstein1,488220051,toSortOffice
1827,belgium2,3464095221,czech-republic3,470544367,toSortOffice
1828,slovakia3,3670188287,germany/nordrhein-westfalen1,7306622116,toSortOffice
1829,hungary1,3254288673,germany/bayern3,11151904800,toSortOffice
1830,germany/niedersachsen3,130231199,hungary5,6231221121,toSortOffice
1831,belgium3,1297691931,germany/mecklenburg-vorpommern1,4947708577,toSortOffice
1832,germany/baden-wuerttemberg2,248798941,germany/mecklenburg-vorpommern1,1149138193,toSortOffice
1833,austria4,1993122359,germany/bayern2,1002250138,toSortOffice
1834,belgium3,1297691931,poland/zachodniopomorskie1,4574636430,toSortOffice
1835,poland/wielkopolskie1,6727296401,germany/hamburg|schleswig-holstein1,9359142268,toSortOffice
1836,czech-republic1,10866824327,austria5,1401213749,toSortOffice
1837,germany/nordrhein-westfalen2,26873001,germany/sachsen-anhalt1,6433182484,toSortOffice
1838,poland/mazowieckie1,2843021557,germany/bayern3,1270767522,toSortOffice
1839,germany/bayern1,3326319205,hungary1,1866325918,toSortOffice
1840,czech-republic4,5567197163,slovakia3,9656620843,toSortOffice
1841,belgium4,2091485044,poland/malopolskie1,8658951832,toSortOffice
1842,germany/niedersachsen1,257844297,slovakia2,9593856859,toSortOffice
1843,austria3,3369725912,germany/mecklenburg-vorpommern1,2358334181,toSortOffice
1844,poland/zachodniopomorskie1,10961619722,poland/podkarpackie1,1907949651,toSortOffice
1845,switzerland|liechtenstein1,7658589283,switzerland|liechtenstein1,855137538,toSortOffice
1846,germany/bayern1,574444183,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,45367145,toSortOffice
1847,austria4,287617079,hungary3,2792851707,toSortOffice
1848,germany/niedersachsen2,4540289753,belgium1,6528021769,toSortOffice
1849,poland/kujawsko-pomorskie1,1872568328,germany/baden-wuerttemberg2,3786452291,toSortOffice
1850,austria1,1338123654,slovakia2,107806403,toSortOffice
1851,germany/sachsen2,2417905331,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,8084838982,toSortOffice
1852,belgium4,2091485044,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,1304514632,toSortOffice
1853,germany/niedersachsen1,25161188,czech-republic5,2654837586,toSortOffice
1854,slovakia1,2440210338,germany/nordrhein-westfalen2,1154306110,toSortOffice
1855,germany/nordrhein-westfalen1,361136254,germany/nordrhein-westfalen3,2710065601,toSortOffice
1856,germany/nordrhein-westfalen2,290797633,germany/niedersachsen2,442664507,toSortOffice
1857,germany/hessen1,524718,belgium2,9882751690,toSortOffice
1858,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,43921463,poland/zachodniopomorskie1,1841957510,toSortOffice
1859,poland/podkarpackie1,10157509710,belgium1,1628298594,toSortOffice
1860,germany/hessen1,7557933315,austria3,290799183,toSortOffice
1861,poland/slaskie1,2866174740,germany/hamburg|schleswig-holstein1,755873363,toSortOffice
1862,poland/malopolskie1,1844416129,poland/podkarpackie1,1946599883,toSortOffice
1863,germany/baden-wuerttemberg2,1407241593,germany/niedersachsen1,336211931,toSortOffice
1864,germany/bayern3,4411908848,germany/bayern1,4969898395,toSortOffice
1865,poland/podkarpackie1,2280033796,germany/sachsen3,997825080,toSortOffice
1866,germany/brandenburg1,2229858857,austria3,332860711,toSortOffice
1867,hungary5,59846065,czech-republic3,305447552,toSortOffice
1868,germany/hessen1,1606818752,germany/mecklenburg-vorpommern1,418828338,toSortOffice
1869,germany/niedersachsen3,69033523,germany/mecklenburg-vorpommern1,8917575620,toSortOffice
1870,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,1735310314,germany/baden-wuerttemberg2,2192725512,toSortOffice
1871,poland/slaskie1,242760739,germany/thueringen1,21499737,toSortOffice
1872,poland/zachodniopomorskie1,3766212215,germany/bayern1,8475773370,toSortOffice
1873,poland/warminsko-mazurskie1,6558710495,poland/mazowieckie1,1991914574,toSortOffice
1874,czech-republic5,242935259,austria5,335027014,toSortOffice
1875,germany/sachsen1,1408551412,switzerland|liechtenstein2,520245696,toSortOffice
1876,belgium2,3464095221,germany/nordrhein-westfalen2,92404704,toSortOffice
1877,poland/slaskie1,1702584091,germany/bayern3,3197727289,toSortOffice
1878,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,1398632397,germany/sachsen-anhalt1,1697381451,toSortOffice
1879,germany/hamburg|schleswig-holstein1,31511397,germany/niedersachsen3,510765,toSortOffice
1880,belgium2,3464095221,germany/hessen1,3538357605,toSortOffice
1881,poland/lubelskie1,8252638379,poland/mazowieckie1,5175342332,toSortOffice
1882,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,6518260001,germany/nordrhein-westfalen2,25899464,toSortOffice
1883,germany/hessen1,39510824,poland/slaskie1,535326426,toSortOffice
1884,czech-republic1,331561007,switzerland|liechtenstein2,1145593812,toSortOffice
1885,czech-republic3,5199703080,hungary2,11931179791,toSortOffice
1886,germany/thueringen1,3580830895,germany/sachsen-anhalt1,2000036996,toSortOffice
1887,germany/bayern1,8014496600,netherlands/drenthe|friesland|groningen1,7160320937,toSortOffice
1888,poland/podkarpackie1,10588740130,germany/hamburg|schleswig-holstein1,267688683,toSortOffice
1889,germany/bayern1,26539219,belgium1,2003374238,toSortOffice
1890,poland/warminsko-mazurskie1,2062099952,belgium3,26152758,toSortOffice
1891,germany/bayern1,11633780343,germany/sachsen2,1843139293,toSortOffice
1892,belgium2,3464095221,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,4987285067,toSortOffice
1893,poland/dolnoslaskie1,767915166,germany/nordrhein-westfalen1,305706771,toSortOffice
1894,poland/slaskie1,1793482737,germany/bayern3,2640939286,toSortOffice
1895,germany/bayern1,3339623311,belgium4,974097142,toSortOffice
1896,germany/baden-wuerttemberg2,10673358398,austria3,291646869,toSortOffice
1897,czech-republic3,11660183526,poland/lodzkie1,1848172237,toSortOffice
1898,switzerland|liechtenstein2,12126370565,germany/brandenburg1,7284239746,toSortOffice
1899,germany/nordrhein-westfalen2,331894587,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,1793308163,toSortOffice
1900,austria4,33028723,czech-republic5,31098839,toSortOffice
1901,hungary4,376377058,hungary5,56485134,toSortOffice
1902,germany/thueringen1,6872111574,germany/sachsen2,369050717,toSortOffice
1903,germany/hessen1,276878247,germany/sachsen-anhalt1,1268255695,toSortOffice
1904,germany/hessen1,4845793241,belgium2,83051342,toSortOffice
1905,poland/podkarpackie1,1111417433,poland/dolnoslaskie1,2043959158,toSortOffice
1906,germany/niedersachsen3,5495778643,germany/rheinland-pfalz|saarland2,4555551960,toSortOffice
1907,czech-republic3,84776341,netherlands/drenthe|friesland|groningen1,47203164,toSortOffice
1908,germany/baden-wuerttemberg2,8261370654,germany/hamburg|schleswig-holstein1,31982776,toSortOffice
1909,germany/niedersachsen2,2545630140,germany/rheinland-pfalz|saarland1,11165839838,toSortOffice
1910,germany/bayern2,412953142,poland/warminsko-mazurskie1,1212790207,toSortOffice
1911,germany/nordrhein-westfalen1,4197561639,poland/podlaskie1,1879682749,toSortOffice
1912,belgium2,3464095221,poland/wielkopolskie1,528540589,toSortOffice
1913,belgium4,2091485044,hungary1,10847821557,toSortOffice
1914,luxembourg1,4751153743,germany/nordrhein-westfalen3,16803733,toSortOffice
1915,czech-republic3,21266824,poland/opolskie1,9802486133,toSortOffice
1916,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,44763310,hungary2,6334467504,toSortOffice
1917,poland/wielkopolskie1,3114486400,poland/pomorskie1,8580972448,toSortOffice
1918,poland/dolnoslaskie1,674952959,germany/hessen1,544551798,toSortOffice
1919,germany/sachsen-anhalt1,10929979874,poland/opolskie1,1828478435,toSortOffice
1920,hungary1,3059258839,hungary5,435102795,toSortOffice
1921,hungary3,5948865029,belgium1,1020397771,toSortOffice
1922,poland/mazowieckie1,3664372193,germany/rheinland-pfalz|saarland2,3047252061,toSortOffice
1923,germany/nordrhein-westfalen2,8022935586,slovakia3,3774617365,toSortOffice
1924,austria1,577288397,germany/thueringen1,62966960,toSortOffice
1925,switzerland|liechtenstein3,3452398310,germany/hessen1,577094003,toSortOffice
1926,germany/sachsen-anhalt1,10606385636,poland/podlaskie1,560715164,toSortOffice
1927,germany/bayern3,2343756056,germany/hamburg|schleswig-holstein1,4380738216,toSortOffice
1928,czech-republic1,428290015,germany/hessen2,5196968170,toSortOffice
1929,poland/dolnoslaskie1,9610575796,germany/niedersachsen2,1832962495,toSortOffice
1930,austria5,7297485906,poland/slaskie1,10707325415,toSortOffice
1931,germany/bayern1,504456501,netherlands/drenthe|friesland|groningen1,48398956,toSortOffice
1932,austria2,1481186593,slovakia3,496819921,toSortOffice
1933,belgium2,3464095221,czech-republic1,10695056697,toSortOffice
1934,poland/wielkopolskie1,8715062741,czech-republic3,304342227,toSortOffice
1935,germany/nordrhein-westfalen3,244542699,germany/sachsen-anhalt1,4339063260,toSortOffice
1936,germany/nordrhein-westfalen2,7191651397,belgium2,20328016,toSortOffice
1937,poland/pomorskie1,2161466760,germany/niedersachsen2,7961007810,toSortOffice
1938,germany/hamburg|schleswig-holstein1,8695437671,germany/bayern1,32829853,toSortOffice
1939,germany/brandenburg1,4238461713,germany/hessen1,3165242310,toSortOffice
1940,slovakia1,29063916,germany/nordrhein-westfalen2,715564259,toSortOffice
1941,poland/lubelskie1,481950921,poland/malopolskie1,6928845955,toSortOffice
1942,germany/bayern3,3238262824,germany/bayern3,3688770571,toSortOffice
1943,austria4,1685179093,germany/nordrhein-westfalen2,10065356158,toSortOffice
1944,germany/bayern2,2444987691,poland/pomorskie1,1988477212,toSortOffice
1945,belgium4,2091485044,poland/lubelskie1,11477190452,toSortOffice
1946,czech-republic5,331360437,czech-republic4,317799198,toSortOffice
1947,switzerland|liechtenstein2,943124886,poland/pomorskie1,1127715567,toSortOffice
1948,germany/nordrhein-westfalen1,9710452854,germany/niedersachsen2,5580127353,toSortOffice
1949,germany/bayern2,12044187029,hungary4,26748764,toSortOffice
1950,germany/baden-wuerttemberg1,2463431587,poland/pomorskie1,10665998595,toSortOffice
1951,poland/malopolskie1,2854855917,germany/niedersachsen3,3368555369,toSortOffice
1952,germany/hessen2,11548878444,poland/kujawsko-pomorskie1,2993030893,toSortOffice
1953,germany/bayern3,21764930,germany/baden-wuerttemberg1,29817249,toSortOffice
1954,czech-republic4,74027564,germany/nordrhein-westfalen1,232938656,toSortOffice
1955,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,2752317197,poland/slaskie1,6299037690,toSortOffice
1956,czech-republic2,3548697516,switzerland|liechtenstein1,257382407,toSortOffice
1957,poland/mazowieckie1,3203832580,poland/warminsko-mazurskie1,1176493529,toSortOffice
1958,germany/nordrhein-westfalen1,9868590746,netherlands/drenthe|friesland|groningen1,1579603617,toSortOffice
1959,germany/baden-wuerttemberg2,2588965280,switzerland|liechtenstein1,4833337535,toSortOffice
1960,poland/malopolskie1,272496191,germany/bayern1,1198345080,toSortOffice
1961,hungary2,2260389451,hungary1,11950759991,toSortOffice
1962,poland/malopolskie1,3528558870,germany/nordrhein-westfalen1,1787360925,toSortOffice
1963,austria4,2760205146,germany/hessen1,10536434352,toSortOffice
1964,switzerland|liechtenstein1,2349776043,austria3,60956109,toSortOffice
1965,germany/sachsen3,2590702825,poland/swietokrzyskie1,11404176035,toSortOffice
1966,germany/hessen1,521736,czech-republic2,8561272749,toSortOffice
1967,czech-republic4,264795306,switzerland|liechtenstein1,9060894455,toSortOffice
1968,slovakia3,9497831127,germany/bayern3,252286541,toSortOffice
